FullName,driverId,race_name,raceId,date,Grid_Position,Finish_Position,Avg Humidity,Avg Air Pressure,Rainfall,Avg AirTemp,safety_car_laps,RedFlag,Total_lap_time,Downforce level,Longest flat out section (m),first_stop,start_tyre,end_tyre,num_stops
Antonio Giovinazzi,841,Dutch Grand Prix,1064,9/5/2021,7,14,54.10822785,1021.505696,FALSE,21.50443038,0,0,,,,27,SOFT,HARD,3
Robert Kubica,9,Dutch Grand Prix,1064,9/5/2021,16,15,54.10822785,1021.505696,FALSE,21.50443038,0,0,,,,40,MEDIUM,HARD,2
Nicholas Latifi,849,Dutch Grand Prix,1064,9/5/2021,0,16,54.10822785,1021.505696,FALSE,21.50443038,0,0,,,,1,MEDIUM,HARD,4
George Russell,847,Dutch Grand Prix,1064,9/5/2021,11,17,54.10822785,1021.505696,FALSE,21.50443038,0,0,,,,27,MEDIUM,SOFT,3
Mick Schumacher,854,Dutch Grand Prix,1064,9/5/2021,17,18,54.10822785,1021.505696,FALSE,21.50443038,0,0,,,,4,SOFT,MEDIUM,3
Yuki Tsunoda,852,Dutch Grand Prix,1064,9/5/2021,14,\N,54.10822785,1021.505696,FALSE,21.50443038,0,0,,,,31,SOFT,MEDIUM,2
Nikita Mazepin,853,Dutch Grand Prix,1064,9/5/2021,18,\N,54.10822785,1021.505696,FALSE,21.50443038,0,0,,,,33,MEDIUM,HARD,2
Daniel Ricciardo,817,Italian Grand Prix,1065,9/12/2021,2,1,33.27583893,994.4879195,FALSE,28.8852349,5,0,4914.365,Low,1520,22,MEDIUM,HARD,2
Lando Norris,846,Italian Grand Prix,1065,9/12/2021,3,2,33.27583893,994.4879195,FALSE,28.8852349,5,0,4916.112,Low,1520,24,MEDIUM,HARD,2
Valtteri Bottas,822,Italian Grand Prix,1065,9/12/2021,19,3,33.27583893,994.4879195,FALSE,28.8852349,5,0,4919.286,Low,1520,26,HARD,MEDIUM,2
Charles Leclerc,844,Italian Grand Prix,1065,9/12/2021,5,4,33.27583893,994.4879195,FALSE,28.8852349,5,0,4921.674,Low,1520,26,MEDIUM,HARD,2
Sergio Perez,815,Italian Grand Prix,1065,9/12/2021,8,5,33.27583893,994.4879195,FALSE,28.8852349,5,0,4923.088,Low,1520,26,MEDIUM,HARD,2
Carlos Sainz,832,Italian Grand Prix,1065,9/12/2021,6,6,33.27583893,994.4879195,FALSE,28.8852349,5,0,4924.9,Low,1520,26,MEDIUM,HARD,2
Lance Stroll,840,Italian Grand Prix,1065,9/12/2021,9,7,33.27583893,994.4879195,FALSE,28.8852349,5,0,4930.169,Low,1520,25,MEDIUM,HARD,2
Fernando Alonso,4,Italian Grand Prix,1065,9/12/2021,10,8,33.27583893,994.4879195,FALSE,28.8852349,5,0,4931.566,Low,1520,25,MEDIUM,HARD,2
George Russell,847,Italian Grand Prix,1065,9/12/2021,14,9,33.27583893,994.4879195,FALSE,28.8852349,5,0,4934.107,Low,1520,26,MEDIUM,HARD,2
Esteban Ocon,839,Italian Grand Prix,1065,9/12/2021,12,10,33.27583893,994.4879195,FALSE,28.8852349,5,0,4935.233,Low,1520,26,MEDIUM,HARD,2
Nicholas Latifi,849,Italian Grand Prix,1065,9/12/2021,13,11,33.27583893,994.4879195,FALSE,28.8852349,5,0,4938.108,Low,1520,23,MEDIUM,HARD,2
Sebastian Vettel,20,Italian Grand Prix,1065,9/12/2021,11,12,33.27583893,994.4879195,FALSE,28.8852349,6,0,4938.986,Low,1520,22,MEDIUM,MEDIUM,3
Antonio Giovinazzi,841,Italian Grand Prix,1065,9/12/2021,7,13,33.27583893,994.4879195,FALSE,28.8852349,6,0,4941.581,Low,1520,1,MEDIUM,MEDIUM,3
Robert Kubica,9,Italian Grand Prix,1065,9/12/2021,17,14,33.27583893,994.4879195,FALSE,28.8852349,5,0,4944.134,Low,1520,26,HARD,MEDIUM,2
Mick Schumacher,854,Italian Grand Prix,1065,9/12/2021,18,15,33.27583893,994.4879195,FALSE,28.8852349,6,0,4965.453,Low,1520,23,MEDIUM,HARD,2
Lewis Hamilton,1,Italian Grand Prix,1065,9/12/2021,4,\N,33.27583893,994.4879195,FALSE,28.8852349,0,0,,Low,1520,25,HARD,HARD,1
Max Verstappen,830,Italian Grand Prix,1065,9/12/2021,1,\N,33.27583893,994.4879195,FALSE,28.8852349,0,0,,Low,1520,23,MEDIUM,HARD,2
Pierre Gasly,842,Italian Grand Prix,1065,9/12/2021,0,\N,33.27583893,994.4879195,FALSE,28.8852349,0,0,,Low,1520,1,HARD,HARD,3
Yuki Tsunoda,852,Italian Grand Prix,1065,9/12/2021,0,\N,33.27583893,994.4879195,FALSE,28.8852349,0,0,,Low,1520,,MEDIUM,MEDIUM,1
Nikita Mazepin,853,Italian Grand Prix,1065,9/12/2021,16,\N,33.27583893,994.4879195,FALSE,28.8852349,6,0,,Low,1520,24,MEDIUM,SOFT,4
Lewis Hamilton,1,Russian Grand Prix,1066,9/26/2021,4,1,61.94746835,1023.131013,TRUE,19.13860759,0,0,5441.001,Medium,1073,26,MEDIUM,INTERMEDIATE,3
Max Verstappen,830,Russian Grand Prix,1066,9/26/2021,20,2,61.94746835,1023.131013,TRUE,19.13860759,0,0,5494.272,Medium,1073,26,HARD,INTERMEDIATE,3
Carlos Sainz,832,Russian Grand Prix,1066,9/26/2021,2,3,61.94746835,1023.131013,TRUE,19.13860759,0,0,5503.476,Medium,1073,14,MEDIUM,INTERMEDIATE,3
Daniel Ricciardo,817,Russian Grand Prix,1066,9/26/2021,5,4,61.94746835,1023.131013,TRUE,19.13860759,0,0,5506.608,Medium,1073,22,MEDIUM,INTERMEDIATE,3
Valtteri Bottas,822,Russian Grand Prix,1066,9/26/2021,16,5,61.94746835,1023.131013,TRUE,19.13860759,0,0,5508.534,Medium,1073,28,HARD,INTERMEDIATE,3
Fernando Alonso,4,Russian Grand Prix,1066,9/26/2021,6,6,61.94746835,1023.131013,TRUE,19.13860759,0,0,5522.322,Medium,1073,36,HARD,INTERMEDIATE,3
Lando Norris,846,Russian Grand Prix,1066,9/26/2021,1,7,61.94746835,1023.131013,TRUE,19.13860759,0,0,5528.225,Medium,1073,28,MEDIUM,INTERMEDIATE,3
Kimi Räikkönen,8,Russian Grand Prix,1066,9/26/2021,13,8,61.94746835,1023.131013,TRUE,19.13860759,0,0,5529.956,Medium,1073,15,MEDIUM,INTERMEDIATE,3
Sergio Perez,815,Russian Grand Prix,1066,9/26/2021,8,9,61.94746835,1023.131013,TRUE,19.13860759,0,0,5531.077,Medium,1073,36,HARD,INTERMEDIATE,3
George Russell,847,Russian Grand Prix,1066,9/26/2021,3,10,61.94746835,1023.131013,TRUE,19.13860759,0,0,5541.552,Medium,1073,13,MEDIUM,INTERMEDIATE,3
Lance Stroll,840,Russian Grand Prix,1066,9/26/2021,7,11,61.94746835,1023.131013,TRUE,19.13860759,0,0,5547.199,Medium,1073,12,MEDIUM,INTERMEDIATE,3
Sebastian Vettel,20,Russian Grand Prix,1066,9/26/2021,10,12,61.94746835,1023.131013,TRUE,19.13860759,0,0,,Medium,1073,26,MEDIUM,INTERMEDIATE,3
Pierre Gasly,842,Russian Grand Prix,1066,9/26/2021,11,13,61.94746835,1023.131013,TRUE,19.13860759,0,0,,Medium,1073,33,HARD,INTERMEDIATE,3
Esteban Ocon,839,Russian Grand Prix,1066,9/26/2021,9,14,61.94746835,1023.131013,TRUE,19.13860759,0,0,,Medium,1073,15,MEDIUM,INTERMEDIATE,3
Charles Leclerc,844,Russian Grand Prix,1066,9/26/2021,19,15,61.94746835,1023.131013,TRUE,19.13860759,0,0,,Medium,1073,35,HARD,INTERMEDIATE,3
Antonio Giovinazzi,841,Russian Grand Prix,1066,9/26/2021,17,16,61.94746835,1023.131013,TRUE,19.13860759,0,0,,Medium,1073,36,HARD,INTERMEDIATE,3
Yuki Tsunoda,852,Russian Grand Prix,1066,9/26/2021,12,17,61.94746835,1023.131013,TRUE,19.13860759,0,0,,Medium,1073,13,MEDIUM,INTERMEDIATE,4
Nikita Mazepin,853,Russian Grand Prix,1066,9/26/2021,15,18,61.94746835,1023.131013,TRUE,19.13860759,0,0,,Medium,1073,14,MEDIUM,INTERMEDIATE,3
Nicholas Latifi,849,Russian Grand Prix,1066,9/26/2021,18,19,61.94746835,1023.131013,TRUE,19.13860759,0,0,,Medium,1073,13,MEDIUM,HARD,2
Mick Schumacher,854,Russian Grand Prix,1066,9/26/2021,14,\N,61.94746835,1023.131013,TRUE,19.13860759,0,0,,Medium,1073,20,MEDIUM,HARD,2
Valtteri Bottas,822,Turkish Grand Prix,1067,10/10/2021,1,1,93.52484076,1006.410191,FALSE,15.82547771,0,0,5464.103,High,,37,INTERMEDIATE,INTERMEDIATE,2
Max Verstappen,830,Turkish Grand Prix,1067,10/10/2021,2,2,93.52484076,1006.410191,FALSE,15.82547771,0,0,5478.687,High,,36,INTERMEDIATE,INTERMEDIATE,2
Sergio Perez,815,Turkish Grand Prix,1067,10/10/2021,6,3,93.52484076,1006.410191,FALSE,15.82547771,0,0,5497.574,High,,37,INTERMEDIATE,INTERMEDIATE,2
Charles Leclerc,844,Turkish Grand Prix,1067,10/10/2021,3,4,93.52484076,1006.410191,FALSE,15.82547771,0,0,5501.917,High,,47,INTERMEDIATE,INTERMEDIATE,2
Lewis Hamilton,1,Turkish Grand Prix,1067,10/10/2021,11,5,93.52484076,1006.410191,FALSE,15.82547771,0,0,5505.915,High,,50,INTERMEDIATE,INTERMEDIATE,2
Pierre Gasly,842,Turkish Grand Prix,1067,10/10/2021,4,6,93.52484076,1006.410191,FALSE,15.82547771,0,0,5508.395,High,,39,INTERMEDIATE,INTERMEDIATE,2
Lando Norris,846,Turkish Grand Prix,1067,10/10/2021,7,7,93.52484076,1006.410191,FALSE,15.82547771,0,0,5511.316,High,,34,INTERMEDIATE,INTERMEDIATE,2
Carlos Sainz,832,Turkish Grand Prix,1067,10/10/2021,19,8,93.52484076,1006.410191,FALSE,15.82547771,0,0,5515.629,High,,36,INTERMEDIATE,INTERMEDIATE,2
Lance Stroll,840,Turkish Grand Prix,1067,10/10/2021,8,9,93.52484076,1006.410191,FALSE,15.82547771,0,0,5546.121,High,,39,INTERMEDIATE,INTERMEDIATE,2
Esteban Ocon,839,Turkish Grand Prix,1067,10/10/2021,12,10,93.52484076,1006.410191,FALSE,15.82547771,0,0,,High,,,INTERMEDIATE,INTERMEDIATE,1
Antonio Giovinazzi,841,Turkish Grand Prix,1067,10/10/2021,16,11,93.52484076,1006.410191,FALSE,15.82547771,0,0,,High,,40,INTERMEDIATE,INTERMEDIATE,2
Kimi Räikkönen,8,Turkish Grand Prix,1067,10/10/2021,17,12,93.52484076,1006.410191,FALSE,15.82547771,0,0,,High,,37,INTERMEDIATE,INTERMEDIATE,2
Daniel Ricciardo,817,Turkish Grand Prix,1067,10/10/2021,20,13,93.52484076,1006.410191,FALSE,15.82547771,0,0,,High,,21,INTERMEDIATE,INTERMEDIATE,2
Yuki Tsunoda,852,Turkish Grand Prix,1067,10/10/2021,9,14,93.52484076,1006.410191,FALSE,15.82547771,0,0,,High,,35,INTERMEDIATE,INTERMEDIATE,2
George Russell,847,Turkish Grand Prix,1067,10/10/2021,13,15,93.52484076,1006.410191,FALSE,15.82547771,0,0,,High,,35,INTERMEDIATE,INTERMEDIATE,2
Fernando Alonso,4,Turkish Grand Prix,1067,10/10/2021,5,16,93.52484076,1006.410191,FALSE,15.82547771,0,0,,High,,30,INTERMEDIATE,INTERMEDIATE,2
Nicholas Latifi,849,Turkish Grand Prix,1067,10/10/2021,15,17,93.52484076,1006.410191,FALSE,15.82547771,0,0,,High,,34,INTERMEDIATE,INTERMEDIATE,2
Sebastian Vettel,20,Turkish Grand Prix,1067,10/10/2021,10,18,93.52484076,1006.410191,FALSE,15.82547771,0,0,,High,,36,INTERMEDIATE,INTERMEDIATE,3
Mick Schumacher,854,Turkish Grand Prix,1067,10/10/2021,14,19,93.52484076,1006.410191,FALSE,15.82547771,0,0,,High,,39,INTERMEDIATE,INTERMEDIATE,2
Nikita Mazepin,853,Turkish Grand Prix,1067,10/10/2021,18,20,93.52484076,1006.410191,FALSE,15.82547771,0,0,,High,,35,INTERMEDIATE,INTERMEDIATE,2
Max Verstappen,830,United States Grand Prix,1069,10/24/2021,1,1,61.19254658,992.1298137,FALSE,28.1484472,0,0,5676.552,Medium,1090,10,MEDIUM,HARD,3
Lewis Hamilton,1,United States Grand Prix,1069,10/24/2021,2,2,61.19254658,992.1298137,FALSE,28.1484472,0,0,5677.885,Medium,1090,13,MEDIUM,HARD,3
Sergio Perez,815,United States Grand Prix,1069,10/24/2021,3,3,61.19254658,992.1298137,FALSE,28.1484472,0,0,5718.775,Medium,1090,12,MEDIUM,HARD,3
Charles Leclerc,844,United States Grand Prix,1069,10/24/2021,4,4,61.19254658,992.1298137,FALSE,28.1484472,0,0,5728.798,Medium,1090,12,MEDIUM,HARD,3
Daniel Ricciardo,817,United States Grand Prix,1069,10/24/2021,6,5,61.19254658,992.1298137,FALSE,28.1484472,0,0,5753.406,Medium,1090,11,MEDIUM,HARD,3
Valtteri Bottas,822,United States Grand Prix,1069,10/24/2021,9,6,61.19254658,992.1298137,FALSE,28.1484472,0,0,5756.68,Medium,1090,15,MEDIUM,HARD,3
Carlos Sainz,832,United States Grand Prix,1069,10/24/2021,5,7,61.19254658,992.1298137,FALSE,28.1484472,0,0,5760.097,Medium,1090,11,SOFT,HARD,3
Lando Norris,846,United States Grand Prix,1069,10/24/2021,7,8,61.19254658,992.1298137,FALSE,28.1484472,0,0,5760.947,Medium,1090,10,MEDIUM,HARD,3
Yuki Tsunoda,852,United States Grand Prix,1069,10/24/2021,10,9,61.19254658,992.1298137,FALSE,28.1484472,0,0,,Medium,1090,9,SOFT,HARD,3
Sebastian Vettel,20,United States Grand Prix,1069,10/24/2021,18,10,61.19254658,992.1298137,FALSE,28.1484472,0,0,,Medium,1090,17,MEDIUM,HARD,3
Antonio Giovinazzi,841,United States Grand Prix,1069,10/24/2021,12,11,61.19254658,992.1298137,FALSE,28.1484472,0,0,,Medium,1090,8,MEDIUM,HARD,3
Lance Stroll,840,United States Grand Prix,1069,10/24/2021,13,12,61.19254658,992.1298137,FALSE,28.1484472,0,0,,Medium,1090,18,MEDIUM,HARD,3
Kimi Räikkönen,8,United States Grand Prix,1069,10/24/2021,15,13,61.19254658,992.1298137,FALSE,28.1484472,0,0,,Medium,1090,12,MEDIUM,HARD,3
George Russell,847,United States Grand Prix,1069,10/24/2021,20,14,61.19254658,992.1298137,FALSE,28.1484472,0,0,,Medium,1090,9,MEDIUM,HARD,3
Nicholas Latifi,849,United States Grand Prix,1069,10/24/2021,14,15,61.19254658,992.1298137,FALSE,28.1484472,0,0,,Medium,1090,5,MEDIUM,HARD,3
Mick Schumacher,854,United States Grand Prix,1069,10/24/2021,16,16,61.19254658,992.1298137,FALSE,28.1484472,0,0,,Medium,1090,11,MEDIUM,MEDIUM,3
Nikita Mazepin,853,United States Grand Prix,1069,10/24/2021,17,17,61.19254658,992.1298137,FALSE,28.1484472,0,0,,Medium,1090,1,MEDIUM,MEDIUM,4
Fernando Alonso,4,United States Grand Prix,1069,10/24/2021,19,\N,61.19254658,992.1298137,FALSE,28.1484472,0,0,,Medium,1090,7,MEDIUM,MEDIUM,4
Esteban Ocon,839,United States Grand Prix,1069,10/24/2021,11,\N,61.19254658,992.1298137,FALSE,28.1484472,0,0,,Medium,1090,3,MEDIUM,MEDIUM,3
Pierre Gasly,842,United States Grand Prix,1069,10/24/2021,8,\N,61.19254658,992.1298137,FALSE,28.1484472,0,0,,Medium,1090,10,MEDIUM,HARD,2
Max Verstappen,830,Mexico City Grand Prix,1070,11/7/2021,3,1,31.21097561,784.2134146,FALSE,21.20670732,4,0,5919.086,,1200,33,MEDIUM,HARD,2
Lewis Hamilton,1,Mexico City Grand Prix,1070,11/7/2021,2,2,31.21097561,784.2134146,FALSE,21.20670732,4,0,5935.641,,1200,29,MEDIUM,HARD,2
Sergio Perez,815,Mexico City Grand Prix,1070,11/7/2021,4,3,31.21097561,784.2134146,FALSE,21.20670732,4,0,5936.838,,1200,40,MEDIUM,HARD,2
Pierre Gasly,842,Mexico City Grand Prix,1070,11/7/2021,5,4,31.21097561,784.2134146,FALSE,21.20670732,4,0,5982.931,,1200,31,MEDIUM,HARD,2
Charles Leclerc,844,Mexico City Grand Prix,1070,11/7/2021,8,5,31.21097561,784.2134146,FALSE,21.20670732,4,0,6000.123,,1200,30,MEDIUM,HARD,2
Carlos Sainz,832,Mexico City Grand Prix,1070,11/7/2021,6,6,31.21097561,784.2134146,FALSE,21.20670732,4,0,,,1200,42,MEDIUM,HARD,2
Sebastian Vettel,20,Mexico City Grand Prix,1070,11/7/2021,9,7,31.21097561,784.2134146,FALSE,21.20670732,4,0,,,1200,33,MEDIUM,HARD,2
Kimi Räikkönen,8,Mexico City Grand Prix,1070,11/7/2021,10,8,31.21097561,784.2134146,FALSE,21.20670732,4,0,,,1200,32,MEDIUM,HARD,2
Fernando Alonso,4,Mexico City Grand Prix,1070,11/7/2021,12,9,31.21097561,784.2134146,FALSE,21.20670732,4,0,,,1200,39,MEDIUM,HARD,2
Lando Norris,846,Mexico City Grand Prix,1070,11/7/2021,18,10,31.21097561,784.2134146,FALSE,21.20670732,4,0,,,1200,44,MEDIUM,HARD,2
Antonio Giovinazzi,841,Mexico City Grand Prix,1070,11/7/2021,11,11,31.21097561,784.2134146,FALSE,21.20670732,4,0,,,1200,16,MEDIUM,HARD,2
Daniel Ricciardo,817,Mexico City Grand Prix,1070,11/7/2021,7,12,31.21097561,784.2134146,FALSE,21.20670732,4,0,,,1200,1,MEDIUM,MEDIUM,3
Esteban Ocon,839,Mexico City Grand Prix,1070,11/7/2021,19,13,31.21097561,784.2134146,FALSE,21.20670732,4,0,,,1200,14,SOFT,HARD,2
Lance Stroll,840,Mexico City Grand Prix,1070,11/7/2021,20,14,31.21097561,784.2134146,FALSE,21.20670732,4,0,,,1200,12,MEDIUM,MEDIUM,3
Valtteri Bottas,822,Mexico City Grand Prix,1070,11/7/2021,1,15,31.21097561,784.2134146,FALSE,21.20670732,4,0,,,1200,1,MEDIUM,SOFT,5
George Russell,847,Mexico City Grand Prix,1070,11/7/2021,16,16,31.21097561,784.2134146,FALSE,21.20670732,4,0,,,1200,15,MEDIUM,HARD,2
Nicholas Latifi,849,Mexico City Grand Prix,1070,11/7/2021,13,17,31.21097561,784.2134146,FALSE,21.20670732,4,0,,,1200,11,MEDIUM,MEDIUM,3
Nikita Mazepin,853,Mexico City Grand Prix,1070,11/7/2021,15,18,31.21097561,784.2134146,FALSE,21.20670732,4,0,,,1200,13,MEDIUM,MEDIUM,3
Yuki Tsunoda,852,Mexico City Grand Prix,1070,11/7/2021,17,\N,31.21097561,784.2134146,FALSE,21.20670732,1,0,,,1200,,SOFT,SOFT,1
Mick Schumacher,854,Mexico City Grand Prix,1070,11/7/2021,14,\N,31.21097561,784.2134146,FALSE,21.20670732,1,0,,,1200,,MEDIUM,MEDIUM,1
Lewis Hamilton,1,SÃ£o Paulo Grand Prix,1071,11/14/2021,10,1,60.10126582,926.9303797,FALSE,23.13734177,4,0,5542.851,,,7,MEDIUM,HARD,5
Max Verstappen,830,SÃ£o Paulo Grand Prix,1071,11/14/2021,2,2,60.10126582,926.9303797,FALSE,23.13734177,4,0,5553.347,,,7,MEDIUM,HARD,5
Valtteri Bottas,822,SÃ£o Paulo Grand Prix,1071,11/14/2021,1,3,60.10126582,926.9303797,FALSE,23.13734177,4,0,5556.427,,,7,MEDIUM,HARD,5
Sergio Perez,815,SÃ£o Paulo Grand Prix,1071,11/14/2021,4,4,60.10126582,926.9303797,FALSE,23.13734177,4,0,5582.791,,,7,MEDIUM,SOFT,6
Charles Leclerc,844,SÃ£o Paulo Grand Prix,1071,11/14/2021,6,5,60.10126582,926.9303797,FALSE,23.13734177,4,0,5592.368,,,7,MEDIUM,HARD,5
Carlos Sainz,832,SÃ£o Paulo Grand Prix,1071,11/14/2021,3,6,60.10126582,926.9303797,FALSE,23.13734177,4,0,5594.671,,,7,MEDIUM,HARD,5
Pierre Gasly,842,SÃ£o Paulo Grand Prix,1071,11/14/2021,7,7,60.10126582,926.9303797,FALSE,23.13734177,4,0,,,,7,MEDIUM,HARD,5
Esteban Ocon,839,SÃ£o Paulo Grand Prix,1071,11/14/2021,8,8,60.10126582,926.9303797,FALSE,23.13734177,4,0,,,,7,MEDIUM,HARD,4
Fernando Alonso,4,SÃ£o Paulo Grand Prix,1071,11/14/2021,12,9,60.10126582,926.9303797,FALSE,23.13734177,4,0,,,,7,MEDIUM,HARD,4
Lando Norris,846,SÃ£o Paulo Grand Prix,1071,11/14/2021,5,10,60.10126582,926.9303797,FALSE,23.13734177,5,0,,,,1,MEDIUM,HARD,6
Sebastian Vettel,20,SÃ£o Paulo Grand Prix,1071,11/14/2021,9,11,60.10126582,926.9303797,FALSE,23.13734177,4,0,,,,7,MEDIUM,MEDIUM,5
Kimi Räikkönen,8,SÃ£o Paulo Grand Prix,1071,11/14/2021,0,12,60.10126582,926.9303797,FALSE,23.13734177,4,0,,,,7,MEDIUM,MEDIUM,6
George Russell,847,SÃ£o Paulo Grand Prix,1071,11/14/2021,17,13,60.10126582,926.9303797,FALSE,23.13734177,4,0,,,,6,MEDIUM,HARD,5
Antonio Giovinazzi,841,SÃ£o Paulo Grand Prix,1071,11/14/2021,13,14,60.10126582,926.9303797,FALSE,23.13734177,4,0,,,,7,MEDIUM,MEDIUM,5
Yuki Tsunoda,852,SÃ£o Paulo Grand Prix,1071,11/14/2021,15,15,60.10126582,926.9303797,FALSE,23.13734177,5,0,,,,4,SOFT,HARD,6
Nicholas Latifi,849,SÃ£o Paulo Grand Prix,1071,11/14/2021,16,16,60.10126582,926.9303797,FALSE,23.13734177,4,0,,,,7,MEDIUM,HARD,5
Nikita Mazepin,853,SÃ£o Paulo Grand Prix,1071,11/14/2021,19,17,60.10126582,926.9303797,FALSE,23.13734177,4,0,,,,7,MEDIUM,HARD,4
Mick Schumacher,854,SÃ£o Paulo Grand Prix,1071,11/14/2021,18,18,60.10126582,926.9303797,FALSE,23.13734177,4,0,,,,7,MEDIUM,MEDIUM,6
Daniel Ricciardo,817,SÃ£o Paulo Grand Prix,1071,11/14/2021,11,\N,60.10126582,926.9303797,FALSE,23.13734177,4,0,,,,7,MEDIUM,HARD,4
Lance Stroll,840,SÃ£o Paulo Grand Prix,1071,11/14/2021,14,\N,60.10126582,926.9303797,FALSE,23.13734177,4,0,,,,7,MEDIUM,HARD,4
Lewis Hamilton,1,Saudi Arabian Grand Prix,1072,12/5/2021,1,1,76.20310881,1013.797409,FALSE,28.81606218,4,1,7575.118,High,1233,10,MEDIUM,HARD,4
Max Verstappen,830,Saudi Arabian Grand Prix,1072,12/5/2021,3,2,76.20310881,1013.797409,FALSE,28.81606218,4,1,7586.943,High,1233,13,MEDIUM,MEDIUM,3
Valtteri Bottas,822,Saudi Arabian Grand Prix,1072,12/5/2021,2,3,76.20310881,1013.797409,FALSE,28.81606218,4,1,7602.649,High,1233,10,MEDIUM,MEDIUM,4
Esteban Ocon,839,Saudi Arabian Grand Prix,1072,12/5/2021,9,4,76.20310881,1013.797409,FALSE,28.81606218,4,1,7602.751,High,1233,13,MEDIUM,HARD,3
Daniel Ricciardo,817,Saudi Arabian Grand Prix,1072,12/5/2021,11,5,76.20310881,1013.797409,FALSE,28.81606218,4,1,7615.239,High,1233,13,HARD,MEDIUM,3
Pierre Gasly,842,Saudi Arabian Grand Prix,1072,12/5/2021,6,6,76.20310881,1013.797409,FALSE,28.81606218,4,1,7616.731,High,1233,13,MEDIUM,HARD,3
Charles Leclerc,844,Saudi Arabian Grand Prix,1072,12/5/2021,4,7,76.20310881,1013.797409,FALSE,28.81606218,4,1,7619.593,High,1233,10,MEDIUM,HARD,4
Carlos Sainz,832,Saudi Arabian Grand Prix,1072,12/5/2021,15,8,76.20310881,1013.797409,FALSE,28.81606218,4,1,7621.724,High,1233,13,HARD,MEDIUM,3
Antonio Giovinazzi,841,Saudi Arabian Grand Prix,1072,12/5/2021,10,9,76.20310881,1013.797409,FALSE,28.81606218,4,1,7633.623,High,1233,13,MEDIUM,HARD,3
Lando Norris,846,Saudi Arabian Grand Prix,1072,12/5/2021,7,10,76.20310881,1013.797409,FALSE,28.81606218,4,1,7636.476,High,1233,10,SOFT,HARD,4
Lance Stroll,840,Saudi Arabian Grand Prix,1072,12/5/2021,18,11,76.20310881,1013.797409,FALSE,28.81606218,5,1,7652.33,High,1233,9,MEDIUM,MEDIUM,4
Nicholas Latifi,849,Saudi Arabian Grand Prix,1072,12/5/2021,16,12,76.20310881,1013.797409,FALSE,28.81606218,5,1,7658.367,High,1233,10,MEDIUM,HARD,4
Fernando Alonso,4,Saudi Arabian Grand Prix,1072,12/5/2021,13,13,76.20310881,1013.797409,FALSE,28.81606218,5,1,,High,1233,10,MEDIUM,SOFT,5
Yuki Tsunoda,852,Saudi Arabian Grand Prix,1072,12/5/2021,8,14,76.20310881,1013.797409,FALSE,28.81606218,5,1,,High,1233,13,MEDIUM,HARD,4
Kimi Räikkönen,8,Saudi Arabian Grand Prix,1072,12/5/2021,12,15,76.20310881,1013.797409,FALSE,28.81606218,5,1,,High,1233,13,MEDIUM,MEDIUM,4
Sebastian Vettel,20,Saudi Arabian Grand Prix,1072,12/5/2021,17,\N,76.20310881,1013.797409,FALSE,28.81606218,5,1,,High,1233,13,HARD,MEDIUM,3
Sergio Perez,815,Saudi Arabian Grand Prix,1072,12/5/2021,5,\N,76.20310881,1013.797409,FALSE,28.81606218,4,1,,High,1233,10,MEDIUM,MEDIUM,3
George Russell,847,Saudi Arabian Grand Prix,1072,12/5/2021,14,\N,76.20310881,1013.797409,FALSE,28.81606218,5,1,,High,1233,9,MEDIUM,HARD,3
Nikita Mazepin,853,Saudi Arabian Grand Prix,1072,12/5/2021,20,\N,76.20310881,1013.797409,FALSE,28.81606218,5,1,,High,1233,13,MEDIUM,HARD,2
Mick Schumacher,854,Saudi Arabian Grand Prix,1072,12/5/2021,19,\N,76.20310881,1013.797409,FALSE,28.81606218,1,0,,High,1233,,MEDIUM,MEDIUM,1
